PolicyNo,PolicyHolderID,PolicyHolderName,InsuredID,InsuredName,InsuredDOB,PXIllness,Status,EffectiveDate,ExpiryDate,PremiumAmount,RiderPremiumAmount,OutstandingPremium,RiderOutstandingPremium,ProductCode,EntryDate,CommencementDate,ReinstatementDate,RiderEntryDate,RiderCommencementDate,RiderReinstatementDate,AllowAutoClaim,PolicyYearLimit,PolicyYearBalance,LifetimeLimit,LifetimeBalance,Rider,RiderPrdtCode
20750825,S9156515T,Tobias Paul,S5996211L,Lamont Flynn,12/12/1988,,1,3/1/2020,2/28/2021,156.07,74.77,0,0,PBB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PBBD
20750826,S0819349N,Noe Mckinney,S1921153L,Logan Charles,9/19/1985,,1,3/1/2020,2/28/2021,562.62,0,0,0,PPP,3/1/2013,3/1/2013,,,,,Y,260000,260000,8999999488,8999999488,N,
20750839,S4783861C,Cale Cruz,S8294276K,Keely Payne,9/22/2011,,1,3/1/2020,2/28/2021,2443.93,675.7,0,0,PEB,3/1/2012,3/1/2012,,3/1/2012,3/1/2012,,Y,150000,150000,10000000,10000000,Y,PEBD
20750924,S7311642V,Valentina Kaiser,S0056312V,Viviana Hodge,7/27/1959,,1,3/1/2020,2/28/2021,336.45,154.21,0,0,PEB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBD
20750928,S7765940C,Claudia Church,S3508866L,Lea Melendez,7/15/2004,,1,3/1/2020,2/28/2021,1737.38,685.98,0,0,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAD
20750930,S8621495D,Dillan Beasley,S8621495D,Dillan Beasley,1/29/2002,,1,3/1/2020,2/28/2021,1496.26,555.14,0,0,PBB,8/1/2012,3/1/2013,,8/1/2012,3/1/2013,,Y,600000,600000,10000000,10000000,Y,PBBD
20750951,S1908865B,Brent Carpenter,S5624270P,Pranav Arnold,10/22/1982,,1,3/1/2020,2/28/2021,811.21,453.27,0,0,PAA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PAAR
20750961,S9669730J,Jaylin Lawrence,S4400937E,Emilie Ellison,10/11/1957,,1,3/1/2020,2/28/2021,2238.32,972.9,0,0,PEC,8/1/2012,3/1/2013,,8/1/2012,3/1/2013,,Y,600000,600000,10000000,10000000,Y,PECD
20750983,S3033383M,Moriah Mays,S5470190M,Moriah Bowman,5/31/1954,,1,3/1/2020,2/28/2021,3337.38,1314.95,0,0,PAA,5/1/2012,3/1/2013,,5/1/2012,3/1/2013,,Y,260000,260000,8999999488,8999999488,Y,PAAD
20750989,S7277816A,Amira Horne,S2233076S,Sylvia Ramirez,9/5/2012,,1,3/1/2020,2/28/2021,2733.64,918.69,0,0,PEB,4/1/2012,3/1/2013,,4/1/2012,3/1/2013,,Y,260000,260000,8999999488,8999999488,Y,PEBD
20751006,S8824447R,Ross Russo,S9714663E,Elisha Moore,4/18/1994,,1,3/1/2020,2/28/2021,1337.38,618.69,1337.38,618.69,PEB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBR
20751009,S6899349C,Cadence Leach,S3342564A,Ayanna Bowers,6/4/1983,,1,3/1/2020,2/28/2021,302.8,115.89,0,0,PEC,4/1/2012,3/1/2013,,4/1/2012,3/1/2013,,Y,260000,260000,8999999488,8999999488,Y,PECD
20751018,S1391226C,Cruz Madden,S6233172C,Chad Olson,3/18/1984,,1,3/1/2020,2/28/2021,63.55,70.09,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCR
20751033,S8616192M,Maren Small,S2408047M,Mira Lara,10/22/1956,,1,3/1/2020,2/28/2021,73.83,50.47,73.83,50.47,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20751049,S6990470M,Maleah Gibbs,S7919395I,Isis Patton,4/26/2009,,1,3/1/2020,2/28/2021,2835.51,951.31,0,0,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAD
20751050,S8579708P,Peter Mejia,S1896235M,Maximilian Heath,4/18/1970,,1,5/1/2020,4/30/2021,1683.18,641.12,0,0,PEB,5/1/2013,5/1/2013,,5/1/2013,5/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBD
20751070,S3786931R,Rafael Curry,S1582487A,Arabella Heath,6/6/2001,,1,4/1/2020,3/31/2021,4005.61,0,0,0,PPP,4/1/2013,4/1/2013,,,,,Y,260000,260000,8999999488,8999999488,N,
20751076,S0990965M,Mireya Savage,S3549749H,Hillary Jarvis,5/13/1954,,1,3/1/2020,2/28/2021,621.5,415.89,0,0,PEP,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,600000,600000,10000000,10000000,Y,PEPR
20751087,S8213894J,Jensen Mcgrath,S1916286Y,Yadiel Todd,5/26/2009,,1,3/1/2020,2/28/2021,128.04,102.8,0,0,PEA,3/1/2013,3/1/2014,,3/1/2013,3/1/2014,,Y,500000,500000,10000000,10000000,Y,PEAD
20751099,S7284243M,Maddox Raymond,S7890239H,Haley Chan,1/14/1978,,1,3/1/2020,2/28/2021,2574.77,0,0,0,IFEB,3/1/2013,3/1/2013,,,,,Y,150000,150000,10000000,10000000,N,
20751104,S0380628N,Natalia Stephenson,S8723685T,Tiffany Roberson,12/8/1975,,1,3/1/2020,2/28/2021,2478.5,918.69,0.01,0.01,PEB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBD
20751106,S9152775L,Landin Schmidt,S7504968C,Connor Farmer,7/17/1995,,1,5/1/2020,4/30/2021,629.91,213.08,0,0,PBB,5/1/2013,5/1/2013,,5/1/2013,5/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PBBD
20751112,S5686091K,Kyson Castro,S3155212C,Colton Cuevas,12/19/1971,,1,5/1/2020,4/30/2021,2443.93,675.7,0,0,PEB,5/1/2013,5/1/2013,,5/1/2013,5/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBD
20751122,S3704482G,Giselle Liu,S6318917S,Seamus Watts,2/21/1987,,1,9/1/2019,8/31/2020,477.57,200,0,0,PEB,9/1/2013,9/1/2013,,9/1/2013,9/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBD
20751150,S7970879C,Clara Hart,S2190563A,Alma Hale,11/3/2005,,1,3/1/2020,2/28/2021,179.44,92.52,0,0,PEP,3/1/2012,3/1/2013,,3/1/2013,3/1/2013,,Y,600000,600000,10000000,10000000,Y,PCRIC
20751262,S8653223R,Randall Peters,S5261948A,Ariel Wade,10/30/1989,,1,3/1/2020,2/28/2021,2669.16,986.92,0,0,PAA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,200000,200000,8999999488,8999999488,Y,PAAD
20751291,S0322576A,Adrienne Townsend,S3746367E,Ethan Parrish,8/11/1981,,1,3/1/2020,2/28/2021,300,102.8,0,0,PEC,3/1/2012,3/1/2013,,3/1/2012,3/1/2013,,Y,100000,100000,10000000,10000000,Y,PECD
20751322,S0396041K,Kenneth Bell,S4500428L,Larissa Mcintyre,7/21/1988,,1,3/1/2020,2/28/2021,386.92,0,0,0,IFEB,3/1/2013,3/1/2013,,,,,Y,150000,150000,10000000,10000000,N,
20751326,S8945341A,Abdiel Hahn,S4527070E,Ella Chen,12/15/1983,Chronic renal disease,1,9/1/2019,8/31/2020,132.71,62.62,0,0,PEC,9/1/2013,9/1/2013,,9/1/2013,9/1/2013,,Y,100000,100000,10000000,10000000,Y,PECD
20751340,S0888735V,Valentino Booth,S1238244G,Giancarlo Castillo,2/3/2004,,1,3/1/2020,2/28/2021,2659.81,1170.09,0,0,PEB,3/1/2013,3/1/2014,,3/1/2013,3/1/2014,,Y,150000,150000,10000000,10000000,Y,PEBD
20751345,S7310684P,Paisley Levy,S3243751M,Maxim Khan,8/27/1990,,1,4/1/2020,3/31/2021,4582.24,1500.93,-0.01,0,PEP,4/1/2013,4/1/2013,,4/1/2013,4/1/2013,,Y,600000,600000,10000000,10000000,Y,PEPD
20751376,S2178324A,Alejandro Rush,S8684962A,Alicia Osborne,12/24/1990,,1,3/1/2020,2/28/2021,414.95,198.13,0,0,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,500000,500000,10000000,10000000,Y,PEAD
20751426,S4502410K,Kaleb Farmer,S5449346A,Alfonso Rosales,12/14/1968,,1,3/1/2020,2/28/2021,41.12,50.47,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20751440,S4021402D,Dakota Kaufman,S1468129D,Donte Livingston,10/8/1985,,1,3/1/2020,2/28/2021,2158.88,882.24,0,0,PEC,3/1/2013,3/1/2014,,3/1/2013,3/1/2014,,Y,100000,100000,10000000,10000000,Y,PECD
20751451,S8818826A,Adrianna Dickson,S9513082K,Kaila Chang,1/7/2008,,1,3/1/2020,2/28/2021,1382.24,500.93,0,0,PEC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,10000000,10000000,Y,PECD
20751475,S5947726C,Charlize Gilmore,S5947726C,Charlize Gilmore,10/30/2004,,1,3/1/2020,2/28/2021,868.22,0,0,0,IFEB,3/1/2013,3/1/2013,,,,,Y,150000,150000,10000000,10000000,N,
20751507,S8560163L,Laci Mitchell,S9643672I,Isabella Randolph,2/12/1986,,1,2/1/2020,1/31/2021,128.04,102.8,0,0,PEA,2/1/2013,2/1/2015,,2/1/2013,2/1/2015,,Y,400000,400000,10000000,10000000,Y,PEAD
20751550,S3364527R,Ralph Keller,S6491072S,Susan Glass,1/31/1966,,1,3/1/2020,2/28/2021,3573.83,0,0,0,PPP,3/1/2013,3/1/2013,,,,,Y,260000,260000,8999999488,8999999488,N,
20751566,S2202224S,Shane Kidd,S2202224S,Shane Kidd,1/5/1986,,1,3/1/2020,2/28/2021,2373.83,1324.3,0,0,PAA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PAAR
20751570,S3180218J,Josie Bird,S6390939J,Jordyn Riley,11/15/1953,,1,4/1/2020,3/31/2021,2478.5,957.94,0,0,PEA,4/1/2012,4/1/2013,,4/1/2012,4/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAD
20751572,S4749569J,Jaime Galvan,S4314835D,Dixie Sanchez,3/24/1989,,1,3/1/2020,2/28/2021,2065.42,768.22,0,0,PEC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,10000000,10000000,Y,PECD
20751601,S2442608C,Chelsea Leach,S7956834R,Raquel Mcknight,7/31/2006,,1,3/1/2020,2/28/2021,99.07,71.03,0,0,PEB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBD
20751615,S7528805L,Lucian Lee,S5069097A,Angela Frye,4/11/1987,,1,3/1/2020,2/28/2021,1017.76,341.12,0,0,PBB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PBBD
20751620,S9359315G,Gideon Buck,S5400202H,Hayden Gibbs,8/16/1966,,1,3/1/2020,2/28/2021,169.16,0,0,0,PPP,12/1/2012,3/1/2013,,,,,Y,600000,600000,10000000,10000000,N,
20751621,S2384117C,Chaz Dunlap,S9020762P,Paisley Costa,3/29/1985,,1,3/1/2020,2/28/2021,63.55,43.93,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20751630,S2613881V,Valentin Dyer,S9294080L,Lilyana Morales,5/6/2012,Chronic hepatitis,1,3/1/2020,2/28/2021,115.89,88.79,0,0,PAA,12/1/2012,3/1/2013,,12/1/2012,3/1/2013,,Y,600000,600000,10000000,10000000,Y,PAAD
20751636,S3723354P,Peyton Davenport,S7016295G,Gaige Kline,2/8/1964,,1,5/1/2020,4/30/2021,3457.94,0,0,0,IFEB,5/1/2012,5/1/2013,,,,,Y,400000,400000,10000000,10000000,N,
20751660,S9122048N,Natasha Gaines,S1781083M,Marquis Watts,5/24/1961,,1,3/1/2020,2/28/2021,234.58,80.37,0,0,PCC,12/1/2012,3/1/2013,,12/1/2012,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PCCD
20751701,S9244249J,Jacquelyn Parrish,S2408533E,Edith Cruz,8/23/1964,,1,3/1/2020,2/28/2021,183.18,0,0,0,IFEB,3/1/2013,3/1/2013,,,,,Y,150000,150000,10000000,10000000,N,
20751710,S2974070J,Jordin Moore,S9856000T,Tess Huffman,1/8/1989,,1,3/1/2020,2/28/2021,302.8,200.93,302.8,200.93,PEC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,10000000,10000000,Y,PECR
20751726,S2779406Y,Yael Carroll,S7749268K,Kristin Roberts,3/24/1973,,1,3/1/2020,10/31/2020,409.64,132.36,0,0,PCC,11/1/2012,3/1/2013,,11/1/2012,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PCCD
20751747,S2964854K,Kareem Gonzalez,S2129040D,Dangelo Wiggins,1/9/2013,,1,3/1/2020,2/28/2021,132.71,62.62,0,0,PEC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,10000000,10000000,Y,PECD
20751781,S8944610R,Rhys Love,S0439966T,Tamara Bentley,7/14/2003,,1,4/1/2020,3/31/2021,605.61,209.35,0,0,PEC,4/1/2013,4/1/2013,,4/1/2013,4/1/2013,,Y,100000,100000,10000000,10000000,Y,PECD
20751792,S2872013K,Koen Summers,S2872013K,Koen Summers,8/11/1964,,1,3/1/2020,2/28/2021,1558.88,1046.73,0,0,PEC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,10000000,10000000,Y,PECR
20751794,S5205235A,Alina Larson,S4328134A,Audrina Roach,5/15/1990,,1,3/1/2020,2/28/2021,69.16,54.21,0,0,PEC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,10000000,10000000,Y,PECD
20751817,S4560260A,Ansley Noble,S1816407M,Marianna Bradford,1/24/1980,,1,4/1/2020,3/31/2021,1261.68,490.65,0,0,PBB,4/1/2012,4/1/2013,,4/1/2012,4/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PBBD
20751832,S0282614M,Madelyn Gonzales,S4769128K,King Lara,3/13/1979,,1,3/1/2020,2/28/2021,7632.71,4158.88,0,0,PEP,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,600000,600000,10000000,10000000,Y,PEPR
20751833,S4687683P,Penelope Pacheco,S4565777P,Prince Velazquez,10/8/2005,,1,3/1/2020,2/28/2021,605.61,209.35,0,0,PEC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,10000000,10000000,Y,PECD
20751839,S0310417E,Emmalee Crane,S0310417E,Emmalee Crane,4/27/2013,,1,4/1/2020,3/31/2021,1851.4,806.07,0,0,PBB,4/1/2012,4/1/2013,,4/1/2012,4/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PBBD
20751854,S5395985J,Jaylynn Collier,S5395985J,Jaylynn Collier,5/8/1971,,1,3/1/2020,2/28/2021,121.5,56.07,0,56.07,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20751857,S4093846H,Heather Greer,S4093846H,Heather Greer,9/10/1994,,1,5/1/2020,4/30/2021,1466.36,492.52,0,0,PBB,2/1/2013,5/1/2013,,2/1/2013,5/1/2013,,Y,70000,70000,350000,350000,Y,PBBD
20751858,S8751468S,Steven Ortega,S3195115A,Ari Bass,6/22/1981,,1,3/1/2020,2/28/2021,676.64,228.79,0,0,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAD
20751860,S6828496M,Maya Bishop,S2121897L,Lucia Horne,4/11/1973,,1,3/1/2020,2/28/2021,320.56,146.73,0,0,PEB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBD
20751865,S0315191M,Mercedes Hardy,S4976277D,Dwayne Haynes,12/10/1971,,1,5/1/2020,4/30/2021,411.21,157.94,0,0,PBB,2/1/2013,5/1/2013,,2/1/2013,5/1/2013,,Y,260000,260000,8999999488,8999999488,Y,PBBD
20751867,S3654606N,Natalie Simmons,S5128819B,Bryson Horn,11/9/1989,,1,4/1/2020,3/31/2021,1179.07,515.89,0,0,PCC,4/1/2012,4/1/2013,,4/1/2012,4/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20751874,S7592622A,Adelaide Jacobson,S1242876K,Konner Trevino,7/12/1955,,1,3/1/2020,2/28/2021,2126.17,1084.11,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20751882,S9679545N,Naima Leonard,S9336746C,Carter Fry,12/21/1985,,1,3/1/2020,2/28/2021,1406.54,742.06,0,0,PEB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBR
20751947,S3389974E,Elyse Maddox,S3389974E,Elyse Maddox,5/3/1985,,1,3/1/2020,2/28/2021,1971.96,677.57,0,0,PEC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,10000000,10000000,Y,PECD
20751995,S2926350A,Alisa Noble,S2615266R,Reese Patel,10/13/1954,,1,4/1/2020,3/31/2021,2241.12,919.07,0.01,0.01,PEB,4/1/2012,4/1/2013,,4/1/2012,4/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBD
20752019,S1420017D,Deegan Fitzgerald,S2849453Y,Yazmin Garrett,10/25/1995,,1,3/1/2020,2/28/2021,57.94,48.6,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20752025,S2079943A,Arnav Buckley,S0023134A,Allyson Norris,10/28/1972,,1,3/1/2020,2/28/2021,73.83,50.47,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20752040,S0267573C,Colt Anthony,S9891273L,Lindsey Sparks,8/17/1990,Biliary atresia,1,3/1/2020,2/28/2021,113.08,53.27,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20752055,S6064355A,Aidyn Harrell,S6894068Y,Yadira Sloan,9/19/1956,,1,3/1/2020,2/28/2021,128.04,102.8,0,0,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAD
20752095,S9987271Y,Yadira Kirby,S6281280S,Sage Munoz,8/13/1989,,1,3/1/2020,2/28/2021,2835.51,1057.01,0,0,PEA,3/1/2012,3/1/2013,,3/1/2012,3/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAD
20752110,S0225513N,Nadia Miles,S2220523K,Kianna Petty,12/26/1999,,1,3/1/2020,2/28/2021,169.16,0,0,0,PPP,3/1/2013,3/1/2014,,,,,Y,300000,300000,8999999488,8999999488,N,
20752117,S0941957N,Nataly Mitchell,S8553319H,Harley Adkins,2/18/1953,,1,3/1/2020,2/28/2021,247.66,0,0,0,PCC,3/1/2013,3/1/2013,,,,,Y,70000,70000,350000,350000,N,
20752130,S7859151E,Emmett Cox,S3427462R,Rosemary Fox,8/2/2007,,1,3/1/2020,2/28/2021,3774.77,1634.58,0,0,PEA,3/1/2012,3/1/2013,,3/1/2012,3/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAD
20752138,S2289577G,Griffin David,S8621321L,Lennon Monroe,8/27/1972,,1,3/1/2020,2/28/2021,2478.5,1359.81,0,0,PEB,3/1/2012,3/1/2013,,3/1/2012,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBR
20752149,S4033955Z,Zain Moore,S2281674Y,Yuliana Whitney,6/21/1954,,1,5/1/2020,4/30/2021,183.18,0,0,0,IFEB,5/1/2013,5/1/2013,,,,,Y,150000,150000,10000000,10000000,N,
20752172,S3765899T,Tate Munoz,S3867261K,Kiana Solis,4/29/1968,,1,3/1/2020,2/28/2021,381.31,111.21,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20752179,S3688240D,Derek Phelps,S8048991S,Santiago Le,3/31/1964,,1,3/1/2020,2/28/2021,1732.71,700.93,0,0,PBB,3/1/2012,3/1/2013,,3/1/2012,3/1/2013,,Y,100000,100000,10000000,10000000,Y,PBBD
20752185,S7060105T,Tripp Gamble,S7060105T,Tripp Gamble,3/29/1966,,1,3/1/2020,2/28/2021,2526.82,1170.09,0,0,PEB,3/1/2012,3/1/2013,,3/1/2012,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBD
20752190,S2774698T,Thomas Ware,S6714861S,Saul Frazier,6/10/1988,Biliary atresia,1,3/1/2020,2/28/2021,389.72,116.82,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20752224,S0759500F,Felix Odom,S8216086C,Charity Horn,7/17/1965,,1,3/1/2020,2/28/2021,510.28,157.01,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20752242,S3023151B,Briana Lamb,S0629816B,Bryce Goodman,5/3/1976,,1,3/1/2020,2/28/2021,610.28,197.2,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20752265,S8916319J,James Mayo,S6308516D,Devyn Yoder,1/30/1971,,1,3/1/2020,2/28/2021,115.89,88.79,0,0,PAA,3/1/2012,3/1/2013,,3/1/2012,3/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PAAD
20752267,S6882378L,Lewis Fleming,S7774018J,Jacob Boyle,5/15/1976,,1,3/1/2020,2/28/2021,2362.62,678.5,0,0,PEC,3/1/2012,3/1/2012,,3/1/2012,3/1/2012,,Y,100000,100000,10000000,10000000,Y,PECD
20752268,S0107433I,Isla Mclean,S3622783K,Kaliyah Phillips,8/20/1954,,1,3/1/2020,2/28/2021,775.7,304.67,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20752277,S7351201I,Ingrid Waller,S1817918J,Jaden Mccullough,1/2/1958,,1,7/1/2019,6/30/2020,800.93,0,0,0,PPP,7/1/2013,7/1/2013,,,,,Y,260000,260000,8999999488,8999999488,N,
20752292,S8212982R,Raiden Ross,S0212130M,Marley Lowery,2/7/1976,,1,3/1/2020,2/28/2021,2294.39,0,0,0,PPP,3/1/2013,3/1/2013,,,,,Y,260000,260000,8999999488,8999999488,N,
20752306,S3470514J,Joey Paul,S7013729F,Frida Leach,7/10/1992,,1,3/1/2020,2/28/2021,94.39,57.94,0,0,PEC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,10000000,10000000,Y,PECD
20752315,S4313441C,Cherish Baird,S7426254S,Sonny Mccoy,5/12/1956,,1,4/1/2020,3/31/2021,123.36,0,0,0,IFEC,4/1/2013,4/1/2013,,,,,Y,100000,100000,10000000,10000000,N,
20752339,S5355719C,Clarence Huff,S2802893L,Lilian Horton,2/24/1982,,1,3/1/2020,2/28/2021,1044.86,465.42,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20752502,S0114213I,Ian Meza,S4845670I,Izabelle Webb,9/23/1963,Fibrosis or cirrhosis of liver,1,2/1/2020,1/31/2021,95.33,93.46,0,0,PEA,2/1/2013,2/1/2013,,2/1/2013,2/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAD
20752504,S2671018B,Belinda Bradford,S7887434Y,Yael Crosby,2/17/1986,,1,3/1/2020,2/28/2021,121.5,83.18,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCR
20752512,S4701373P,Penelope Blake,S3358169C,Conor Dodson,7/13/1961,,1,3/1/2020,2/28/2021,414.95,326.17,0,0,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAR
20752514,S1001263J,Justin Stokes,S8539738M,Moses Sheppard,3/19/1963,,1,4/1/2020,3/31/2021,314.95,0,0,0,PPP,4/1/2012,4/1/2013,,,,,Y,260000,260000,8999999488,8999999488,N,
20752519,S9909755R,Rene Anthony,S8572090A,Arely Brock,6/10/1981,Fibrosis or cirrhosis of liver,1,3/1/2020,2/28/2021,466.36,263.55,0,0,PEB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBR
20752552,S0989932K,Kaylee Donaldson,S3211693K,Kenzie Abbott,8/5/2003,,1,5/1/2020,4/30/2021,546.73,207.48,0,0,PAA,5/1/2013,5/1/2013,,5/1/2013,5/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PAAD
20752556,S0799993L,Leon Wilcox,S5531363Z,Zara Lopez,9/15/1995,,1,12/1/2019,11/30/2020,546.73,207.48,0,0,PAA,6/1/2013,6/1/2013,,6/1/2013,6/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PAAD
20752584,S7709516L,Leonidas Edwards,S8061394L,Lorelai Hobbs,10/5/1953,Fibrosis or cirrhosis of liver,1,4/1/2020,3/31/2021,156.07,74.77,0,0,PBB,4/1/2013,4/1/2013,,4/1/2013,4/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PBBD
20752615,S6727647B,Bennett Cunningham,S1874247W,Wyatt Baker,8/8/1959,,1,3/1/2020,2/28/2021,3186.92,0,0,0,PPP,3/1/2013,3/1/2013,,,,,Y,260000,260000,8999999488,8999999488,N,
20752624,S2479306K,King Chung,S5112437A,Aliana Ross,9/14/1986,,1,3/1/2020,2/28/2021,3573.83,0,0,0,PPP,3/1/2013,3/1/2013,,,,,Y,260000,260000,8999999488,8999999488,N,
20752634,S0049495V,Violet Miranda,S7251254A,Alondra Oneal,10/11/1976,,1,4/1/2020,3/31/2021,1114.02,391.59,366.36,391.59,PAA,4/1/2012,4/1/2013,,4/1/2012,4/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PAAD
20752687,S8766996L,Lia Mora,S4360756K,Kirsten Schaefer,10/3/1973,,1,3/1/2020,2/28/2021,398.13,116.82,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20752711,S4653209A,Antwan Delgado,S8366244A,Amaya Schroeder,6/8/1988,,1,3/1/2020,2/28/2021,2509.35,1608.41,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCR
20752741,S3622472C,Clarence Barajas,S5669649K,Kimora Alvarado,12/4/2006,,1,3/1/2020,2/28/2021,115.89,0,0,0,PAA,3/1/2012,3/1/2014,,,,,Y,130000,130000,550000,550000,N,
20752746,S0443582A,Ayla Estes,S9480793K,Kamari Marks,5/20/1991,,1,3/1/2020,2/28/2021,82.24,0,0,0,PAA,3/1/2013,3/1/2013,,,,,Y,130000,130000,8999999488,8999999488,N,
20752796,S4435380V,Victor Jordan,S7675788K,Kylan Mayo,2/13/1986,,1,3/1/2020,2/28/2021,336.45,206.54,0,0,PEB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBR
